name_ru,name_eng
Евгения,Evgenija
Евдокия,Evdokija
Евдоксия,Evdoksija
Евлалия,Evlalija
Евлампия,Evlampija
Евмения,Evmenija
Евминия,Evminija
Евника,Evnika
Евникия,Evnikija
Евномия,Evnomija
Евпраксия,Evpraksija
Евсевия,Evsevija
Евстафия,Evstafija
Евстолия,Evstolija
Евтихия,Evtihija
Евтропия,Evtropija
Евфалия,Evfalija
Евфимия,Evfimija
Евфросиния,Evfrosinija
Екатерина,Ekaterina
Елена,Elena
Елизавета,Elizaveta
Еликонида,Elikonida
Елия,Elija
Емима,Emima
Енина,Enina
Епистима,Epistima
Епистимия,Epistimija
Ермиония,Ermionija
Есения,Esenija
Ефимия,Efimija
Ефимья,Efimja
Ефросиния,Efrosinija
Ефросинья,Efrosinja
Жулдыз,Zhuldyz
Жаклин,Zhaklin
Жанет,Zhanet
Жанна,Zhanna
Жасмин,Zhasmin
Жозефин,Zhozefin
Жозефина,Zhozefina
Жизель,Zhizel
Залина,Zalina
Зара,Zara
Зарема,Zarema
Зарина,Zarina
Заря,Zarja
Заряна,Zarjana
Звезда,Zvezda
Земфира,Zemfira
Зенона,Zenona
Зиглинда,Ziglinda
Зигрида,Zigrida
Зина,Zina
Зинаида,Zinaida
Зиновия,Zinovija
Зирина,Zirina
Злата,Zlata
Зоряна,Zorjana
Зоя,Zoja
Зульфия,Zulfija
Зухра,Zuhra
Ива,Iva
Иванна,Ivanna
Ида,Ida
Идея,Ideja
Иветта,Ivetta
Ивонна,Ivonna
Иезавель,Iezavel
Изабел,Izabel
Изабелла,Izabella
Изабель,Izabel
Изида,Izida
Изольда,Izolda
Илария,Ilarija
Илия,Ilija
Илона,Ilona
Ильвина,Ilvina
Ильина,Ilina
Инара,Inara
Инга,Inga
Инесса,Inessa
Инна,Inna
Иоанна,Ioanna
Иовилла,Iovilla
Иола,Iola
Иоланда,Iolanda
Иоланта,Iolanta
Ипполита,Ippolita
Ира,Ira
Ираида,Iraida
Ирена,Irena
Ирина,Irina
Ирма,Irma
Ирма,Irma
Ирэн,Iren
Исидора,Isidora
Иудифь,Iudif
Ифигения,Ifigenija
Ия,Ija
Каздоя,Kazdoja
Казимира,Kazimira
Калерия,Kalerija
Калида,Kalida
Калиса,Kalisa
Каллиникия,Kallinikija
Каллиста,Kallista
Каллисфения,Kallisfenija
Кама,Kama
Камилла,Kamilla
Кандида,Kandida
Капитолина,Kapitolina
Карина,Karina
Карла,Karla
Каролина,Karolina
Кароль,Karol
Катерина,Katerina
Катрин,Katrin
Калимат,Kalimat
Карла,Karla
Касиния,Kasinija
Каталина,Katalina
Кейт,Kejt
Келестина,Kelestina
Керкира,Kerkira
Кетевань,Ketevan
Киликия,Kilikija
Кима,Kima
Клитер,Kliter
Кира,Kira
Кириакия,Kiriakija
Кириана,Kiriana
Кирьяна,Kirjana
Кирилла,Kirilla
Китти,Kitti
Клавдия,Klavdija
Клара,Klara
Клариса,Klarisa
Клементина,Klementina
Клеопатра,Kleopatra
Клотильда,Klotilda
Клэр,Kler
Колетт,Kolett
Колетта,Koletta
Конкордия,Konkordija
Конни,Konni
Констанс,Konstans
Констанция,Konstantsija
Кора,Kora
Корделия,Kordelija
Корнелия,Kornelija
Кортни,Kortni
Крис,Kris
Кристи,Kristi
Кристиана,Kristiana
Кристин,Kristin
Кристина,Kristina
Ксанфиппа,Ksanfippa
Ксения,Ksenija
Купава,Kupava
Кьяра,Kjara
Кэрол,Kerol
Кэт,Ket
Кэти,Keti
Кэтлин,Ketlin
Кэтрин,Ketrin
Лавиния,Lavinija
Лавра,Lavra
Лада,Lada
Лайза,Lajza
Лариса,Larisa
Лаура,Laura
Леда,Leda
Лейла,Lejla
Лемира,Lemira
Ленина,Lenina
Леокадия,Leokadija
Леокардия,Leokardija
Леонида,Leonida
Леонила,Leonila
Леонина,Leonina
Леония,Leonija
Леонора,Leonora
Леопольда,Leopolda
Леопольдина,Leopoldina
Леопольдия,Leopoldija
Лера,Lera
Лесли,Lesli
Лея,Leja
Лиана,Liana
Ливия,Livija
Лидия,Lidija
Лиз,Liz
Лиза,Liza
Лиззи,Lizzi
Лилиан,Lilian
Лилиана,Liliana
Лилия,Lilija
Лина,Lina
Линда,Linda
Лира,Lira
Лия,Lija
Лола,Lola
Лолита,Lolita
Лолия,Lolija
Лолли,Lolli
Лонгина,Longina
Лора,Lora
Лоранс,Lorans
Лота,Lota
Лотта,Lotta
Лотти,Lotti
Луиза,Luiza
Лукерья,Lukerja
Лукиана,Lukiana
Лукия,Lukija
Лукреция,Lukretsija
Луна,Luna
Ляля,Ljalja
Любава,Ljubava
Любовь,Ljubov
Любомила,Ljubomila
Любомира,Ljubomira
Людмила,Ljudmila
Люси,Ljusi
Люся,Ljusja
Люсьен,Ljusen
Люсьена,Ljusena
Люцина,Ljutsina
Люция,Ljutsija
Мавра,Mavra
Магда,Magda
Магдалина,Magdalina
Магна,Magna
Маделейн,Madelejn
Маделина,Madelina
Мадж,Madzh
Мадлен,Madlen
Маина,Maina
Майма,Majma
Майя,Majja
Макико,Makiko
Макрина,Makrina
Максима,Maksima
Малания,Malanija
Маланья,Malanja
Малина,Malina
Мальвина,Malvina
Мамелфа,Mamelfa
Манефа,Manefa
Маргарет,Margaret
Маргарита,Margarita
Марджери,Mardzheri
Марджи,Mardzhi
Марджори,Mardzhori
Мариам,Mariam
Мариамна,Mariamna
Мариана,Mariana
Марианна,Marianna
Мариетта,Marietta
Марион,Marion
Марина,Marina
Марионилла,Marionilla
Мариэтта,Marietta
Мария,Marija
Марка,Marka
Маркеллина,Markellina
Маркиана,Markiana
Марксина,Marksina
Марлена,Marlena
Марта,Marta
Мартина,Martina
Мартиниана,Martiniana
Марфа,Marfa
Марья,Marja
Марьяна,Marjana
Мастридия,Mastridija
Матильда,Matilda
Матрёна,Matrena
Матрона,Matrona
Мая,Maja
Медея,Medeja
Мег,Meg
Мегги,Meggi
Мей,Mej
Мейбл,Mejbl
Мейми,Mejmi
Мелания,Melanija
Меланья,Melanja
Мелитина,Melitina
Мередит,Meredit
Меркурия,Merkurija
Мерона,Merona
Милана,Milana
Милдред,Mildred
Милена,Milena
Милица,Militsa
Милия,Milija
Милли,Milli
Милослава,Miloslava
Милютина,Miljutina
Мина,Mina
Минна,Minna
Минни,Minni
Минодора,Minodora
Мира,Mira
Мирабел,Mirabel
Мирабелла,Mirabella
Мирабель,Mirabel
Миранда,Miranda
Мириам,Miriam
Миропия,Miropija
Мирослава,Miroslava
Мирра,Mirra
Митродора,Mitrodora
Михайлина,Mihajlina
Михалина,Mihalina
Мия,Mija
Млада,Mlada
Мод,Mod
Модеста,Modesta
Моика,Moika
Молл,Moll
Молли,Molli
Моника,Monika
Мстислава,Mstislava
Муза,Muza
Мэг,Meg
Мэгги,Meggi
Мэдж,Medzh
Мэй,Mej
Мэри,Meri
Мэриан,Merian
Мэрион,Merion
Мэт,Met
Мэтт,Mett
Мэтти,Metti
Мюриель,Mjuriel
Мюриэл,Mjuriel
Мюриэль,Mjuriel
Нада,Nada
Надежда,Nadezhda
Назима,Nazima
Наима,Naima
Наина,Naina
Нан,Nan
Нана,Nana
Нанс,Nans
Нанси,Nansi
Наоми,Naomi
Наргиз,Nargiz
Наркисса,Narkissa
Настасия,Nastasija
Настасья,Nastasja
Нат,Nat
Натали,Natali
Наталия,Natalija
Наталья,Natalja
Невиль,Nevil
Нел,Nel
Нелл,Nell
Нелли,Nelli
Ненила,Nenila
Неонила,Neonila
Нет,Net
Нетти,Netti
Нида,Nida
Ника,Nika
Никки,Nikki
Николь,Nikol
Нила,Nila
Нимфа,Nimfa
Нимфодора,Nimfodora
Нина,Nina
Нинель,Ninel
Нинетта,Ninetta
Нинон,Ninon
Новелла,Novella
Нол,Nol
Нолл,Noll
Нолли,Nolli
Нонна,Nonna
Нора,Nora
Ноэль,Noel
Ноэми,Noemi
Ноябрина,Nojabrina
Нунехия,Nunehija
Нэн,Nen
Нэнни,Nenni
Нэнс,Nens
Нэнси,Nensi
Нэт,Net
Нюра,Njura
Одетта,Odetta
Одри,Odri
Оксана,Oksana
Октавия,Oktavija
Октябрина,Oktjabrina
Олдама,Oldama
Олеся,Olesja
Олив,Oliv
Оливия,Olivija
Олимпиада,Olimpiada
Олимпиодора,Olimpiodora
Олимпия,Olimpija
Ольга,Olga
Ольда,Olda
Оттилия,Ottilija
Офелия,Ofelija
Павла,Pavla
Павлина,Pavlina
Падди,Paddi
Паисия,Paisija
Паллада,Pallada
Палладия,Palladija
Пальмира,Palmira
Пандора,Pandora
Параскева,Paraskeva
Пат,Pat
Пати,Pati
Патимат,Patimat
Патрикия,Patrikija
Патриция,Patritsija
Патти,Patti
Паула,Paula
Паулина,Paulina
Пег,Peg
Пегги,Peggi
Пелагея,Pelageja
Пен,Pen
Пенелопа,Penelopa
Пенни,Penni
Перегрина,Peregrina
Перпетуя,Perpetuja
Петра,Petra
Петрина,Petrina
Петронилла,Petronilla
Петрония,Petronija
Пиамя,Piamja
Пинна,Pinna
Плакида,Plakida
Плакилла,Plakilla
Платонида,Platonida
Победа,Pobeda
Пола,Pola
Полактия,Polaktija
Поликсена,Poliksena
Поликсения,Poliksenija
Полина,Polina
Полл,Poll
Полли,Polli
Поплия,Poplija
Порция,Portsija
Правдина,Pravdina
Прасковья,Praskovja
Препедигна,Prepedigna
Прискилла,Priskilla
Присцилла,Pristsilla
Просдока,Prosdoka
Пульхерия,Pulherija
Пульхерья,Pulherja
Пэг,Peg
Пэгги,Peggi
Пэдди,Peddi
Пэт,Pet
Пэтти,Petti
Равина,Ravina
Рада,Rada
Радана,Radana
Радима,Radima
Радислава,Radislava
Радмила,Radmila
Радомира,Radomira
Радосвета,Radosveta
Радослава,Radoslava
Радость,Radost
Раиса,Raisa
Ракель,Rakel
Ралина,Ralina
Рафаила,Rafaila
Рахиба,Rahiba
Рахиль,Rahil
Ребекка,Rebekka
Ревекка,Revekka
Ревмира,Revmira
Регина,Regina
Реджина,Redzhina
Рейчел,Rejchel
Рема,Rema
Рената,Renata
Речел,Rechel
Риа,Ria
Римма,Rimma
Рина,Rina
Рината,Rinata
Рипсимия,Ripsimija
Рита,Rita
Рия,Rija
Роберта,Roberta
Робин,Robin
Рогнеда,Rogneda
Роза,Roza
Розабел,Rozabel
Розабелла,Rozabella
Розалин,Rozalin
Розалина,Rozalina
Розалинд,Rozalind
Розалинда,Rozalinda
Розали,Rozali
Розалия,Rozalija
Розамонд,Rozamond
Розамонда,Rozamonda
Розамунд,Rozamund
Розамунда,Rozamunda
Розанна,Rozanna
Розина,Rozina
Розмари,Rozmari
Роксана,Roksana
Рокси,Roksi
Романа,Romana
Ростислава,Rostislava
Роуз,Rouz
Русана,Rusana
Руслана,Ruslana
Рут,Rut
Руфина,Rufina
Руфиниана,Rufiniana
Руфь,Ruf
Сабина,Sabina
Сабрина,Sabrina
Савватия,Savvatija
Савелла,Savella
Савина,Savina
Саида,Saida
Салли,Salli
Саломея,Salomeja
Сальвия,Salvija
Саманта,Samanta
Самона,Samona
Сандра,Sandra
Сара,Sara
Сарра,Sarra
Сатира,Satira
Саша,Sasha
Светислава,Svetislava
Светлана,Svetlana
Светозара,Svetozara
Святослава,Svjatoslava
Севастьяна,Sevastjana
Северина,Severina
Сейди,Sejdi
Секлетея,Sekleteja
Секлетинья,Sekletinja
Селена,Selena
Селеста,Selesta
Селестина,Selestina
Селин,Selin
Селина,Selina
Серафима,Serafima
Сесил,Sesil
Сесилия,Sesilija
Сесиль,Sesil
Сибил,Sibil
Сибилла,Sibilla
Сильва,Silva
Сильвана,Silvana
Сильвестра,Silvestra
Сильвия,Silvija
Симона,Simona
Синклитикия,Sinklitikija
Сира,Sira
Слава,Slava
Славяна,Slavjana
Снандулия,Snandulija
Снежана,Snezhana
Сола,Sola
Соломия,Solomija
Соломонида,Solomonida
Сона,Sona
Соня,Sonja
Сосипатра,Sosipatra
Софи,Sofi
София,Sofija
Софья,Sofja
Софрония,Sofronija
Станислава,Stanislava
Стелла,Stella
Степанида,Stepanida
Стефани,Stefani
Стефанида,Stefanida
Стефания,Stefanija
Стеша,Stesha
Сусанна,Susanna
Сью,Sju
Сьюзан,Sjuzan
Сьюзи,Sjuzi
Сюзанна,Sjuzanna
Сэди,Sedi
Сэл,Sel
Сэлли,Selli
Сэм,Sem
Сэмми,Semmi
Тавифа,Tavifa
Таисия,Taisija
Таисья,Taisja
Тамара,Tamara
Тамила,Tamila
Тарасия,Tarasija
Татьяна,Tatjana
Тая,Taja
Тейа,Teja
Тейлор,Tejlor
Текуса,Tekusa
Теодора,Teodora
Теона,Teona
Терри,Terri
Тереза,Tereza
Тесс,Tess
Тесса,Tessa
Тея,Teja
Тиб,Tib
Тибби,Tibbi
Тигрия,Tigrija
Тилда,Tilda
Тилли,Tilli
Тильда,Tilda
Тина,Tina
Тихомира,Tihomira
Тихослава,Tihoslava
Тия,Tija
Тома,Toma
Томила,Tomila
Транквиллина,Trankvillina
Трифена,Trifena
Трофима,Trofima
Труди,Trudi
Тэй,Tej
Уин,Uin
Уинни,Uinni
Уинифред,Uinifred
Улита,Ulita
Улькяр,Ulkjar
Ульяна,Uljana
Ума,Uma
Уми,Umi
Уна,Una
Урбана,Urbana
Урсула,Ursula
Устина,Ustina
Устиния,Ustinija
Устинья,Ustinja
Фабиана,Fabiana
Фавста,Favsta
Фавстина,Favstina
Фаина,Faina
Фанни,Fanni
Фантина,Fantina
Фатима,Fatima
Фарида,Farida
Феврония,Fevronija
Февронья,Fevronja
Федоза,Fedoza
Федора,Fedora
Федосия,Fedosija
Федосья,Fedosja
Федотия,Fedotija
Федотья,Fedotja
Федула,Fedula
Фёкла,Fekla
Фекуса,Fekusa
Феликса,Feliksa
Фелица,Felitsa
Фелицата,Felitsata
Фелициана,Felitsiana
Фелицитата,Felitsitata
Фелиция,Felitsija
Феогния,Feognija
Феодора,Feodora
Феодосия,Feodosija
Феодота,Feodota
Феодотия,Feodotija
Феодула,Feodula
Феодулия,Feodulija
Феозва,Feozva
Феоктиста,Feoktista
Феона,Feona
Феонилла,Feonilla
Феония,Feonija
Феопистия,Feopistija
Феосевия,Feosevija
Феофания,Feofanija
Феофила,Feofila
Фервуфа,Fervufa
Фессалоника,Fessalonika
Фессалоникия,Fessalonikija
Фетиния,Fetinija
Фетинья,Fetinja
Фея,Feja
Фива,Fiva
Фивея,Fiveja
Фиделия,Fidelija
Филарета,Filareta
Филиппа,Filippa
Филиппия,Filippija
Филомена,Filomena
Филонилла,Filonilla
Филофея,Filofeja
Фирентия,Firentija
Фиста,Fista
Флавия,Flavija
Флëна,Flëna
Фло,Flo
Флой,Floj
Флора,Flora
Флоранс,Florans
Флоренс,Florens
Флорентина,Florentina
Флоренция,Florentsija
Флориана,Floriana
Флорида,Florida
Флосси,Flossi
Флюра,Fljura
Фомаида,Fomaida
Фортуната,Fortunata
Фотина,Fotina
Фотиния,Fotinija
Фотинья,Fotinja
Франческа,Francheska
Франциска,Frantsiska
Фрида,Frida
Фридерика,Friderika
Хаврония,Havronija
Хана,Hana
Ханна,Hanna
Хариесса,Hariessa
Хариса,Harisa
Харита,Harita
Харитина,Haritina
Харриет,Harriet
Хелен,Helen
Хилари,Hilari
Хильда,Hilda
Хильми,Hilmi
Хиония,Hionija
Хлоя,Hloja
Хоуп,Houp
Хриса,Hrisa
Хрисия,Hrisija
Христиана,Hristiana
Христина,Hristina
Хэрриет,Herriet
Хэрриот,Herriot
Хэтти,Hetti
Цвета,Tsveta
Цветана,Tsvetana
Целестина,Tselestina
Цецилия,Tsetsilija
Циля,Tsilja
Чеслава,Cheslava
Чинара,Chinara
Чулпан,Chulpan
Чурок,Churok
Шагане,Shagane
Шаганэ,Shagane
Шамиля,Shamilja
Шарлиз,Sharliz
Шарлин,Sharlin
Шарлотта,Sharlotta
Шахзода,Shahzoda
Шейла,Shejla
Шейлин,Shejlin
Шелли,Shelli
Шеннон,Shennon
Шерил,Sheril
Шерли,Sherli
Шерлин,Sherlin
Шила,Shila
Ширли,Shirli
Шура,Shura
Шушаника,Shushanika
Шэрон,Sheron
Эва,Eva
Эвелин,Evelin
Эвелина,Evelina
Эврисфея,Evrisfeja
Эгина,Egina
Эделина,Edelina
Эдельвейс,Edelvejs
Эдит,Edit
Эдна,Edna
Эдуарда,Eduarda
Эйла,Ejla
Эйя,Ejja
Эка,Eka
Элалия,Elalija
Элен,Elen
Элеонора,Eleonora
Элиза,Eliza
Элизабет,Elizabet
Элина,Elina
Элинор,Elinor
Элис,Elis
Элисса,Elissa
Элла,Ella
Эллада,Ellada
Эллен,Ellen
Элли,Elli
Эллина,Ellina
Элоиза,Eloiza
Элси,Elsi
Эльвина,Elvina
Эльвира,Elvira
Эльза,Elza
Эля,Elja
Эм,Em
Эмери,Emeri
Эми,Emi
Эмилиана,Emiliana
Эмили,Emili
Эмилия,Emilija
Эмина,Emina
Эмм,Emm
Эмма,Emma
Эммануэль,Emmanuel
Эмми,Emmi
Энже,Enzhe
Эннафа,Ennafa
Эра,Era
Эрика,Erika
Эрнеста,Ernesta
Эрнестина,Ernestina
Эсмеральда,Esmeralda
Эстер,Ester
Эсфирь,Esfir
Этель,Etel
Этта,Etta
Эфи,Efi
Юдифь,Judif
Юлиана,Juliana
Юлиания,Julianija
Юлия,Julija
Юния,Junija
Юнона,Junona
Юрия,Jurija
Юстина,Justina
Юна,Juna
Ядвига,Jadviga
Яна,Jana
Янина,Janina
Ярина,Jarina
Ярослава,Jaroslava
Ясна,Jasna
Яся,Jasja
Ясмина,Jasmina
